seen,username,id,time,location,votes,star,comment
1,德小科,47351813,2022-04-06 05:16:19,,125,40,感谢莫里斯夫妇带来的极致浪漫的影像，令人看到忘我和痴傻。天才的摄影好像不需要技巧，只需出于直觉和爱，出于赤子情怀与强烈的好奇心。数百小时的档案和素材中，导演找到了最动人的那条线索。爱人和爱科学的真情随岩浆喷发而出，你我都需致敬这向死而生的、超凡的天真和勇气。
1,同志亦凡人中文站,3540441,2022-07-30 15:57:51,,151,50,震撼至极，感动失语。与爱上猫猫狗狗不同，爱上火山注定是寂寞的，因为对方是太上无情的自然存在，它不会给人以任何回应或优待。两个用生命去追逐火山爆发的科学家，用硫磺和岩浆书写最浪漫的爱情。画面和主题都无比壮美，奥斯卡先押为敬！
1,dand_ys,dandxuan,2022-01-30 14:33:20,,142,50,一部关于尼采的超人之爱与相爱的故事。活火山，如此爆裂激越之物，影像却那么轻逸自由，像流淌的传说。故事从死亡之日开始，接入生的旅程，在这一路上去理解那终点的必然与美。画面从火山影像转向旅途中人的群像和细微之物的万象时颇为动人：没有多余的事物，一切都是必要的，都以自己的节律存在。「大地现在仍对伟大灵魂开放，对于孤独者和成双者来说，还有许多地方是空的，在这些地方周围，散溢着静谧之海的气息。」一个注定要被讲述的故事，也许往后许多年都会是最爱的纪录片之一。
1,不想贪吃了！,258708102,2022-11-13 00:20:17,福建,3,20,烂剪辑（组织形式），成为形似探索频道伪纪录片式的煽动景象。重述方式很多，不需要如此虚伪
1,littledepp,51393119,2022-06-15 07:06:05,,109,50,大概率会是今年最爱的纪录片。当他们两人穿着银色防护服站在喷涌滚烫的火山岩浆前，你会被一种强烈的超现实主义冲击。然而你又时刻被画面提醒着，这是真实影像，于是随即就会觉得难以置信。这份难以置信来源于地球脉动在你面前爆发的震撼，同时也来源于在你不知道的地方，竟有人穷极一生追求着如此危险又浪漫的科研工作。他们结缘于对火山的共同热爱。火山的低鸣如同号角一般，引领他们在全世界各地朝圣。哪怕最后长眠于云仙火山，也是那样自然而然的事。就像他们自己说的那样，there is no other way.
1,列车正路过世界,139444071,2022-11-12 11:33:45,福建,81,50,爱火山而远离人群，爱人群而葬身火山。世界灵魂说的就是这个吧。
1,骑单车的小q,45119432,2022-08-12 23:43:37,,74,40,今年北影节出师不利，不知道是资料馆的椅子太舒服，还是我最近太累了，这部一整个睡过去的大动作😂，醒来就看见说主角的骨灰存放在崇台寺巴拉巴拉……但今天是中元节，出来骑车回家的路上，看见路边很多烧纸的，那高耸的火苗，和漫天的灰烬，和火山梦幻联动了，有种我觉还没醒的感觉😂
1,Lycidas,raquelycidas,2022-01-23 02:18:49,,53,50,"“Me, Katia, and the volcanos, it’s a love story.” “We can’t imagine living any other way.” 危险浪漫远超人类所能企及的宏大之物，只有如此奇迹般的人生才能述说。他们夫妇和他们拍下的影像好Wes Anderson啊：巨大眼镜彩色小伞红帽子蓝衣服和突如其来的zoom out！Air配乐+Miranda July旁白❤️啊这令人含笑九泉的搭配！"
1,杀手太凉,160230970,2022-03-30 07:35:20,,55,50,A/85｜两位科学家是天生的电影人，只能说导演足够幸运，完完全全靠着archives就能撑起一部片。太震撼太惊艳，尤其是在大荧幕，感觉脉搏心跳都随地球的一呼一吸跳动。以时间线为轴的故事结构中规中矩，两人的爱情故事在以往的访谈和散文化的narration中充分展现，但再多的言语也比不过影像中看向镜头的眼神，穿过蒸汽岩灰、岩浆冰雪、生命死亡在半空中相遇。我看完就在想如果我也找一个电影人做伴侣估计能把彼此折磨疯。#2022CPH:DOX#
1,饮歌,35790692,2022-07-24 03:55:52,,59,40,这哪里是纪录片，简直是一部壮丽浪漫的爱情片。两个人最后的归宿简直是壮烈的宿命，虽让人心痛，但也确实是两人能抵达的另一种极致。
