seen,username,id,time,location,votes,star,comment
1,毁灭吧我累了,doubaner001,2022-08-20 19:33:33,江苏,904,20,女主的脸总让我想到谢娜 一旦接受这个设定………………
1,Good Night,87708158,2022-08-21 11:37:25,重庆,172,20,这滤镜，一度让我觉得我有白内障
1,Mr悠公子,146797984,2022-08-20 08:36:21,福建,181,20,烂，但是烂得很有趣。首部里孩童的身体住着成熟的心所表现出来的那股诡异没有了，只剩下侏儒的外表却要被当成孩童的滑稽可笑。人物行为缺乏逻辑，剧情也毫无说服力，当你看到角色的死亡时，我向你保证你真的会笑出声来，它真的太滑稽了，以至于只适合被当做喜剧片来看。
1,局外人,145119364,2022-08-19 17:47:15,,460,30,最开始被认以斯帖的时候不需要验DNA吗？
1,殇潮|Enigma,freddy_xu,2022-08-20 21:03:12,浙江,262,,孤儿怨在中国：“孩子你怎么10岁了还长不高啊？我们去医院拍个骨龄查查生长激素吧，可不能影响以后找对象！” 全剧终。
1,桃桃林林,qijiuzhiyue,2022-08-20 12:45:29,马来西亚,205,30,在十几年后拍前传，而且演员还是同一个，看起来说服力就弱了不少。加上上一部最大的反转已经没有了，这次就只能另辟蹊径，玩起恶斗恶来了，所以，也就勉强能看吧。
1,nikki,nikki7,2022-08-20 09:28:33,广东,171,30,22_094。拍第一部时女主角才12岁，这一部已经25岁了，虽然全身找了替身，但配上脸实在是画面非常怪异。其它基本跟第一部也是一样路线，玩不出新意了
1,mills,175639722,2022-08-19 15:40:18,辽宁,124,20,画面就像hdr没开校正全程暗且灰蒙蒙，最后房子大火尤其明显，五毛特效和影棚感很出戏，剧情毫无逻辑，高潮戏一句allen i love you然后一脚把人家踢下去了笑死我了，julia stiles几年没见明显比谍影重重5时候状态和颜值好多了
1,Lumity,63920700,2022-08-20 01:02:52,,171,30,变态VS变态母子
1,颜落寒,yanluohan,2022-08-19 23:10:31,上海,135,20,12岁的女主是天真外表下的邪恶，25岁的女主再用孩子时候那套演法我只觉得做作，何况脸太成熟根本骗不了人……
1,Pam,91257239,2022-08-22 22:30:46,浙江,52,20,你能告诉我，女主脸上的细纹是难以辨认出超过10岁的年纪吗？
1,Blue,aoi1101,2022-08-20 23:23:35,湖北,128,30,完全不过瘾（妈妈在旁边瞥了一眼说这是谢娜演的吗哈哈哈救命
1,王17,zhongerguevara,2022-08-19 23:59:37,河南,126,30,不是一家人，不进一家门
1,盼博博,203868110,2022-08-04 21:36:33,,89,30,@vivo 剧组是不是募不到款 灯光师请不起吗 全程亮度睡眠模式 最高亮度比朴老师电影的夜戏还暗 片尾打斗戏完全看不到人脸  故事开头和承接发展的不错 最后变成搞笑电影 草草收场 导演还是准备足预算再拍电影吧
1,绯村岚,70648715,2022-08-19 22:35:48,广东,354,40,太子妈的太子杀了小女儿，太子妈帮忙掩饰，真是不是一家人不进一家门啊
