seen,username,id,time,location,votes,star,comment
1,['毛小惺'],['sugertown'],['2022-09-27 06:14:39'],['英国'],['503'],['30'],['伪恐怖片爱好者看完后需要看10遍帕丁顿熊安抚我的魂魄']
1,['24/7'],['149946560'],['2022-09-27 12:43:56'],['美国'],['440'],['30'],['9/26/2022 学校pre-screening 从来没有看过jump scare这么密集的恐怖片 属于是不讲武德']
1,['CoconutGospel'],['207760148'],['2022-10-22 05:06:42'],['英国'],['228'],['30'],['设定挺好的，最后boss长得有点搞笑，而且所有人都不信女主讲话，只有前男友信，会不会有点太典']
1,['Duke'],['159931111'],['2022-09-27 12:22:33'],['美国'],['261'],['30'],['学校电影院看的 美国人reaction太激动了 全场不断尖叫叹气大笑']
1,['追团子的小猪猪'],['137789985'],['2022-10-01 14:01:20'],['澳大利亚'],['190'],['30'],['三星半，完成度还是不错的，跟Fall相比稍微逊色一点，可能是因为Fall更短，来不及暴露更多缺陷就结束了，而这片足足俩小时……预告片里的高光惊吓场面用完之后，就是肉眼可见的疲态和拖沓，好在女主trauma的情感逻辑刻画还是很清晰的，警察男二虽然还是不能摆脱恐怖片黄金万能好配角随叫随到的俗套，但那个午夜凶铃式的结局落点在他身上，也不是完全毫无用途的工具人了。另外发现的几个槽点：1. 这是一部歌颂居家隔离的电影，男主非必要拜访，导致自己阳了。2. 片中所有黑人角色几乎都很糟糕，充满了偏见、仇恨和不信任，女主的黑人老公更是直接搞背刺，唯一给予女主情感抚慰和帮助的是一个很好很nice的白人警察。你品，你细品。']
1,['桃桃林林'],['qijiuzhiyue'],['2022-09-29 17:26:46'],['福建'],['175'],['30'],['作为一部跳吓恐怖片，基本算是完成任务。不过也只是完成任务。']
1,['KevinZii'],['kevin5'],['2022-11-01 01:14:51'],['江苏'],['144'],['30'],['试着笑回去会怎么样？']
1,['PrinceMotorola'],['68740895'],['2022-09-27 05:30:08'],['法国'],['258'],['20'],['不愿再笑']
1,['winteriscommin'],['200067839'],['2022-09-29 00:12:08'],['澳大利亚'],['294'],['40'],['在新交的好兄弟们面前立了胆大包天的人设，结果被jump scare吓得滋哇乔叫，怪丢人的😓😓']
1,['Dead-Blue'],['63369767'],['2022-09-28 14:42:28'],['加拿大'],['125'],['20'],['怪物形象和Barbarian有点撞，而且长得好像曼森，现形后就只剩喜感了。全程毫无波动，全场看得哈哈大笑。']
